label,centroid_y,centroid_x,area_um2,diameter_um,wfa_sum_intensity,wfa_mean_intensity,wfa_pericellular_intensity,wfa_intensity_norm,wfa_pericellular_norm,pv_intensity_norm,is_pnn_plus,is_pv_plus,pv_label,cell_type,pv_area_um2,pv_diameter_um,pnn_area_um2,pnn_diameter_um,score,is_in_roi,roi_region
1,511,371,296.31705237,19.42376350908454,20807.0,55.7828418230563,48.903225806451616,2.616807415417517,2.2940803972318755,5.357463270125046,True,True,145,PV+/PNN+,211.31457354,16.40286778005525,296.31705237,19.42376350908454,2.048994779586792,False,NONE
2,564,468,296.31705237,19.42376350908454,30721.0,82.36193029490616,68.91129032258064,3.8636488013188606,3.232671008302502,4.456469711705826,True,True,186,PV+/PNN+,172.38820473,14.815244827816286,296.31705237,19.42376350908454,1.586682677268982,False,NONE
3,465,309,296.31705237,19.42376350908454,12233.0,32.79624664879356,25.782258064516128,1.5384920994281963,1.2094615814561849,2.3071229671370848,True,True,117,PV+/PNN+,190.65976560000001,15.580614658987523,296.31705237,19.42376350908454,0.519673228263855,False,NONE
4,515,501,296.31705237,19.42376350908454,15718.0,42.13941018766756,34.79032258064516,1.9767856469232723,1.6320354277141012,2.4145115737155374,True,True,157,PV+/PNN+,106.45170246,11.642101063659146,296.31705237,19.42376350908454,1.1488581895828247,False,NONE
5,551,419,296.31705237,19.42376350908454,13441.0,36.03485254691689,31.967741935483872,1.6904170937966474,1.4996264338105465,3.8263095892322663,True,True,173,PV+/PNN+,163.64963214,14.434859996619657,296.31705237,19.42376350908454,-0.16273392736911774,False,NONE
6,483,529,296.31705237,19.42376350908454,12959.0,34.742627345844504,27.556451612903224,1.629798014917845,1.2926900919098478,4.932632682810286,True,True,128,PV+/PNN+,164.44404783,14.469853647963289,296.31705237,19.42376350908454,-0.45834845304489136,False,NONE
7,527,438,296.31705237,19.42376350908454,12397.0,33.23592493297587,29.427419354838708,1.559117678133847,1.380458339297347,4.43348036191044,True,True,166,PV+/PNN+,164.44404783,14.469853647963289,296.31705237,19.42376350908454,-0.8073984384536743,False,NONE
8,445,401,296.31705237,19.42376350908454,9875.0,26.474530831099194,25.846774193548388,1.2419365226725612,1.212488072745409,1.8517448876284546,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,-1.248679518699646,False,NONE
9,406,983,296.31705237,19.42376350908454,32223.0,86.3887399463807,71.16935483870968,4.052548918488905,3.338598203425346,3.371561354923509,True,True,72,PV+/PNN+,190.65976560000001,15.580614658987523,296.31705237,19.42376350908454,2.812483310699463,False,NONE
10,454,685,296.31705237,19.42376350908454,37017.0,99.24128686327077,61.62903225806452,4.655469798457741,2.891055804031331,2.9272055664126677,True,True,110,PV+/PNN+,142.20040851,13.455674765407588,296.31705237,19.42376350908454,1.318646788597107,False,NONE
11,522,896,296.31705237,19.42376350908454,44924.0,120.4396782841823,92.95161290322581,5.6498993766624945,4.360417324949636,4.380573365121055,True,True,159,PV+/PNN+,208.13691078,16.279070781961433,296.31705237,19.42376350908454,1.968213677406311,False,NONE
12,417,925,296.31705237,19.42376350908454,20711.0,55.525469168900806,43.193548387096776,2.6047339059312824,2.0262359181355416,3.4487173919080285,True,True,77,PV+/PNN+,189.86534991,15.548121162390997,296.31705237,19.42376350908454,1.4868619441986084,False,NONE
13,398,730,296.31705237,19.42376350908454,21425.0,57.43967828418231,35.41129032258065,2.6945306327351517,1.6611654063728833,4.367346615923709,True,True,69,PV+/PNN+,142.20040851,13.455674765407588,296.31705237,19.42376350908454,1.6723624467849731,False,NONE
14,537,691,296.31705237,19.42376350908454,61874.0,165.88203753351206,125.6774193548387,7.781628395325777,5.895605031408565,2.756202594646979,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,2.018148422241211,False,NONE
15,463,839,296.31705237,19.42376350908454,28224.0,75.66756032171581,51.87903225806452,3.549611788952948,2.4336773079473373,4.075098443182347,True,True,113,PV+/PNN+,177.94911456,15.05230379737267,296.31705237,19.42376350908454,2.051429271697998,False,NONE
16,393,871,296.31705237,19.42376350908454,12018.0,32.21983914209115,25.70967741935484,1.5114524688079838,1.2060567787558079,4.326091755331987,True,True,60,PV+/PNN+,171.59378904,14.781068900342463,296.31705237,19.42376350908454,1.4228776693344116,False,NONE
17,420,669,296.31705237,19.42376350908454,12825.0,34.38337801608579,30.427419354838708,1.6129454079266428,1.4273689542803207,4.6756558412618485,True,True,84,PV+/PNN+,150.9389811,13.862953494062992,296.31705237,19.42376350908454,0.9425219297409058,False,NONE
18,556,763,296.31705237,19.42376350908454,42011.0,112.63002680965147,86.9758064516129,5.283543823189566,4.080088569285253,3.4181698997141576,True,True,181,PV+/PNN+,139.81716144,13.342441267550267,296.31705237,19.42376350908454,1.9998141527175903,False,NONE
19,430,1084,296.31705237,19.42376350908454,49137.0,131.73458445040214,83.7258064516129,6.179750371094849,3.927629070590588,3.8609510752253153,True,True,91,PV+/PNN+,228.79171872,17.067708217046253,296.31705237,19.42376350908454,1.6963073015213013,False,NONE
20,554,1057,296.31705237,19.42376350908454,64800.0,173.7265415549598,132.01612903225808,8.1496189032083,6.192957800574836,3.3914014787195286,True,True,179,PV+/PNN+,181.92119301,15.21937110940298,296.31705237,19.42376350908454,0.41056594252586365,False,NONE
21,537,802,296.31705237,19.42376350908454,25727.0,68.97319034852546,45.07258064516129,3.2355747765870357,2.1143824769341935,2.5785862482826167,True,True,169,PV+/PNN+,134.25625161,13.074416571218995,296.31705237,19.42376350908454,1.3868569135665894,False,NONE
22,519,1062,296.31705237,19.42376350908454,34720.0,93.08310991957104,90.16935483870968,4.366585930854817,4.229899888101847,2.552762595087798,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,0.5597813725471497,False,NONE
23,350,791,296.31705237,19.42376350908454,7515.0,20.14745308310992,15.75,0.9451294144692959,0.7388421859818358,3.9113386912152053,True,True,32,PV+/PNN+,89.76897297000001,10.690996505268624,296.31705237,19.42376350908454,0.5389740467071533,False,NONE
24,467,1041,296.31705237,19.42376350908454,25186.0,67.52278820375335,69.3225806451613,3.1675355200031516,3.251964890271306,2.701406062257974,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,-0.5069195032119751,False,NONE
