label,centroid_y,centroid_x,area_um2,diameter_um,wfa_sum_intensity,wfa_mean_intensity,wfa_pericellular_intensity,wfa_intensity_norm,wfa_pericellular_norm,pv_intensity_norm,is_pnn_plus,is_pv_plus,pv_label,cell_type,pv_area_um2,pv_diameter_um,pnn_area_um2,pnn_diameter_um,score,is_in_roi,roi_region
1,340,506,296.31705237,19.42376350908454,22656.0,60.73994638069705,41.16935483870968,2.1503851662209943,1.4575246641341182,2.5533463911638377,True,True,28,PV+/PNN+,135.84508299,13.151552441468574,296.31705237,19.42376350908454,1.9025872945785522,False,NONE
2,573,461,296.31705237,19.42376350908454,63707.0,170.79624664879356,143.83870967741936,6.046724390203076,5.092342783446843,3.7508617892454468,True,True,152,PV+/PNN+,104.06845539,11.511041341340722,296.31705237,19.42376350908454,2.0133018493652344,False,NONE
3,536,432,296.31705237,19.42376350908454,59947.0,160.71581769436997,155.1290322580645,5.689845496091541,5.492055717783329,3.3912381357999832,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,3.4770147800445557,False,NONE
4,341,283,296.31705237,19.42376350908454,54983.0,147.40750670241286,101.99193548387096,5.218689424184716,3.610835343252535,1.661022128433073,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,2.1591689586639404,False,NONE
5,292,240,296.31705237,19.42376350908454,24842.0,66.60053619302948,42.814516129032256,2.3578684807230728,1.5157685488517205,3.969145412655392,True,True,11,PV+/PNN+,142.9948242,13.493208101259413,296.31705237,19.42376350908454,2.2529828548431396,False,NONE
6,454,79,296.31705237,19.42376350908454,44617.0,119.61662198391421,67.63709677419355,4.234804685791054,2.394565985914368,1.4528869406000908,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,1.893235206604004,False,NONE
7,271,287,296.31705237,19.42376350908454,18731.0,50.2171581769437,37.88709677419355,1.7778453631923308,1.3413224039377254,3.509698056534713,True,True,6,PV+/PNN+,108.04053384,11.72866062768403,296.31705237,19.42376350908454,1.9357789754867554,False,NONE
8,423,344,296.31705237,19.42376350908454,86798.0,232.7024128686327,207.78225806451613,8.238397407205591,7.356145537985417,1.4838857983624498,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,1.276995062828064,False,NONE
9,340,374,296.31705237,19.42376350908454,37767.0,101.2520107238606,80.45161290322581,3.584639679231475,2.848240166386281,3.9112070713614586,True,True,26,PV+/PNN+,150.9389811,13.862953494062992,296.31705237,19.42376350908454,0.44747811555862427,False,NONE
10,484,320,296.31705237,19.42376350908454,35847.0,96.10455764075067,76.13709677419355,3.4024036481957975,2.6954927236219803,3.433861565223227,True,True,106,PV+/PNN+,127.90092609,12.761211420003875,296.31705237,19.42376350908454,1.816388487815857,False,NONE
11,344,545,296.31705237,19.42376350908454,15709.0,42.11528150134048,27.201612903225808,1.4910134435101343,0.9630226625121217,2.465700811180977,True,True,30,PV+/PNN+,111.2181966,11.899891008124815,296.31705237,19.42376350908454,0.9036106467247009,False,NONE
12,388,375,296.31705237,19.42376350908454,36870.0,98.84718498659518,65.74193548387096,3.4995012834819947,2.3274713147936006,2.4703137364432326,True,True,56,PV+/PNN+,102.47962401,11.422832828117684,296.31705237,19.42376350908454,0.7297972440719604,False,NONE
13,382,321,296.31705237,19.42376350908454,37828.0,101.41554959785523,79.29032258064517,3.590429469800838,2.807126835997385,3.8796546625676287,True,True,47,PV+/PNN+,142.20040851,13.455674765407588,296.31705237,19.42376350908454,1.1203241348266602,False,NONE
14,446,199,296.31705237,19.42376350908454,33126.0,88.80965147453082,70.60483870967742,3.1441410229624234,2.499633385797102,1.5226343705653986,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,1.1507476568222046,False,NONE
15,362,408,296.31705237,19.42376350908454,21088.0,56.53619302949062,47.41935483870968,2.0015590742085245,1.6787943242132448,3.823930525399579,True,True,40,PV+/PNN+,125.51767902,12.64175907426016,296.31705237,19.42376350908454,0.45276492834091187,False,NONE
16,518,262,296.31705237,19.42376350908454,51484.0,138.02680965147454,113.09677419354838,4.886583240542095,4.0039815650963515,1.816385451265849,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,1.7853866815567017,False,NONE
17,487,120,296.31705237,19.42376350908454,57053.0,152.95710455764075,122.86290322580645,5.415162645145056,4.349733253297412,1.3803717554774295,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,1.899284839630127,False,NONE
18,522,169,296.31705237,19.42376350908454,75205.0,201.62198391420912,149.1451612903226,7.138052455228191,5.280207862584992,1.6327910258280676,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,1.4533265829086304,False,NONE
19,520,372,296.31705237,19.42376350908454,80098.0,214.73994638069706,179.41935483870967,7.602469590570676,6.3520095450844,2.7098168160595546,True,False,-1,PV-/PNN+,0.0,0.0,296.31705237,19.42376350908454,1.091847538948059,False,NONE
20,533,332,296.31705237,19.42376350908454,59545.0,159.63806970509384,156.3951612903226,5.651689827093446,5.536880668276779,3.6253902221120886,True,True,130,PV+/PNN+,108.04053384,11.72866062768403,296.31705237,19.42376350908454,1.443576455116272,False,NONE
21,385,574,296.31705237,19.42376350908454,8687.0,23.289544235924932,21.088709677419356,0.8245231258369429,0.7466066594927951,2.0033011828924545,True,True,54,PV+/PNN+,119.95676919,12.358547737957588,296.31705237,19.42376350908454,0.21477945148944855,False,NONE
22,543,1027,296.31705237,19.42376350908454,38758.0,103.9088471849866,88.68548387096774,3.678700047333744,3.1397450992131044,2.735280163507207,True,True,131,PV+/PNN+,228.79171872,17.067708217046253,296.31705237,19.42376350908454,2.7731781005859375,False,NONE
23,399,671,296.31705237,19.42376350908454,15487.0,41.520107238605895,29.580645161290324,1.469942402421634,1.0472478879615956,2.473266008611077,True,True,62,PV+/PNN+,198.6039225,15.90189824726965,296.31705237,19.42376350908454,0.5332857370376587,False,NONE
24,406,1126,296.31705237,19.42376350908454,18516.0,49.64075067024129,39.25806451612903,1.757438724300315,1.3898589745357273,2.4645937091180357,True,True,65,PV+/PNN+,193.83742836,15.709916582774115,296.31705237,19.42376350908454,2.696847677230835,False,NONE
25,343,915,296.31705237,19.42376350908454,10263.0,27.514745308310992,21.64516129032258,0.9741085346453949,0.7663067969708076,3.1705557912536655,True,True,27,PV+/PNN+,188.27651853,15.482929591568213,296.31705237,19.42376350908454,0.15199603140354156,False,NONE
26,352,1087,296.31705237,19.42376350908454,16409.0,43.99195710455764,32.62096774193548,1.5574536631585585,1.154884870993635,1.9852185158644118,True,True,32,PV+/PNN+,167.62171059,14.608990056788347,296.31705237,19.42376350908454,1.324558138847351,False,NONE
27,399,1008,296.31705237,19.42376350908454,20267.0,54.33512064343164,45.88709677419355,1.923634188020873,1.6245475688390074,2.227304833627597,True,True,61,PV+/PNN+,210.52015785,16.372006289349777,296.31705237,19.42376350908454,1.0901012420654297,False,NONE
28,364,945,296.31705237,19.42376350908454,9973.0,26.737265415549597,24.483870967741936,0.9465833007910478,0.866806049032553,2.3099684543272208,True,True,35,PV+/PNN+,211.31457354,16.40286778005525,296.31705237,19.42376350908454,0.32792049646377563,False,NONE
29,368,990,296.31705237,19.42376350908454,13663.0,36.630026809651476,31.975806451612904,1.2968181729377406,1.1320441318886931,2.9998775565502003,True,True,38,PV+/PNN+,207.34249509,16.24797415226416,296.31705237,19.42376350908454,0.6000911593437195,False,NONE
30,463,1049,296.31705237,19.42376350908454,30767.0,82.48525469168901,50.29838709677419,2.9202374827472344,1.780721122469049,2.346502822404287,True,True,91,PV+/PNN+,140.61157713,13.380292240810528,296.31705237,19.42376350908454,2.2174484729766846,False,NONE
31,562,985,296.31705237,19.42376350908454,18555.0,49.74530831099196,34.79032258064516,1.7611403936807273,1.231686856234003,1.8110344579616322,True,True,146,PV+/PNN+,154.91105955,14.044176264056347,296.31705237,19.42376350908454,0.49782729148864746,False,NONE
32,462,870,296.31705237,19.42376350908454,10072.0,27.00268096514745,21.096774193548388,0.9559798461413248,0.7468921687316069,1.6145238417895347,True,True,90,PV+/PNN+,139.81716144,13.342441267550267,296.31705237,19.42376350908454,0.7907236814498901,False,NONE
33,525,1096,296.31705237,19.42376350908454,25390.0,68.06970509383378,48.596774193548384,2.4098816812478394,1.720478673079764,1.9627074405846032,True,True,124,PV+/PNN+,92.15222004,10.831982768176108,296.31705237,19.42376350908454,0.9415920972824097,False,NONE
34,426,1073,296.31705237,19.42376350908454,18228.0,48.8686327077748,38.935483870967744,1.7301033196449633,1.3784386049832562,1.9381666781894022,True,True,71,PV+/PNN+,165.23846352,14.504762875171128,296.31705237,19.42376350908454,0.09679558873176575,False,NONE
35,490,1099,296.31705237,19.42376350908454,24668.0,66.13404825737265,45.814516129032256,2.341353340410465,1.6219779856897012,1.9444402565460703,True,True,108,PV+/PNN+,124.72326333,12.60169000650996,296.31705237,19.42376350908454,1.0513192415237427,False,NONE
36,386,1564,296.31705237,19.42376350908454,32837.0,88.0348525469169,68.51612903225806,3.1167107037075743,2.425686492944852,2.9229339631757734,True,True,48,PV+/PNN+,256.59626787,18.075079952341586,296.31705237,19.42376350908454,2.7511985301971436,False,NONE
37,539,1713,296.31705237,19.42376350908454,30716.0,82.3485254691689,73.5241935483871,2.9153968381728492,2.602987730246965,3.5246439343844216,True,True,128,PV+/PNN+,274.07341305,18.680500733540153,296.31705237,19.42376350908454,2.3280303478240967,False,NONE
38,383,1336,296.31705237,19.42376350908454,16507.0,44.25469168900804,32.096774193548384,1.5667552939093377,1.1363267704708697,2.300004535760748,True,True,50,PV+/PNN+,145.37807127,13.605186852016802,296.31705237,19.42376350908454,1.1492236852645874,False,NONE
39,524,1640,296.31705237,19.42376350908454,28356.0,76.02144772117963,48.185483870967744,2.691398383358162,1.7059177019003635,2.2339474460052453,True,True,123,PV+/PNN+,156.49989093,14.116013951495507,296.31705237,19.42376350908454,1.4528264999389648,False,NONE
40,353,1401,296.31705237,19.42376350908454,9000.0,24.128686327077748,16.161290322580644,0.8542313954797383,0.5721605145787997,2.8605672136300746,True,True,33,PV+/PNN+,167.62171059,14.608990056788347,296.31705237,19.42376350908454,1.113038420677185,False,NONE
41,418,1381,296.31705237,19.42376350908454,20464.0,54.86327077747989,35.92741935483871,1.9423323641219292,1.2719436589064637,2.603904052038161,True,True,68,PV+/PNN+,132.66742023,12.996822909266468,296.31705237,19.42376350908454,1.572029948234558,False,NONE
42,458,1225,296.31705237,19.42376350908454,18054.0,48.402144772117964,39.37903225806452,1.713588179332355,1.3941416131179039,2.9190591059554785,True,True,85,PV+/PNN+,155.70547524,14.080140922851225,296.31705237,19.42376350908454,1.4830960035324097,False,NONE
43,458,1640,296.31705237,19.42376350908454,14937.0,40.0455764075067,28.846774193548388,1.4177393726978722,1.021266547229724,2.434148402387147,True,True,83,PV+/PNN+,169.21054197,14.678063680958498,296.31705237,19.42376350908454,1.2348047494888306,False,NONE
44,561,1273,296.31705237,19.42376350908454,29172.0,78.20911528150134,48.74193548387097,2.768848696548325,1.725617839378376,2.3365389038378144,True,True,145,PV+/PNN+,133.46183592,13.035677474005706,296.31705237,19.42376350908454,1.6863728761672974,False,NONE
45,512,1422,296.31705237,19.42376350908454,56175.0,150.60321715817693,98.08870967741936,5.3318276267860325,3.472648871667636,2.2804457326487837,True,True,115,PV+/PNN+,141.40599282,13.418036440588484,296.31705237,19.42376350908454,1.737052321434021,False,NONE
