label,centroid_y,centroid_x,area_um2,diameter_um,wfa_sum_intensity,is_pnn_plus,is_pv_plus
1,15.129032258064516,145.2516129032258,65.48750000000001,9.131334770220834,2931.0,False,True
2,60.48327137546468,41.04460966542751,113.65250000000002,12.029416334885624,5137.0,True,True
3,59.51807228915663,567.1144578313254,70.135,9.449796583524995,1909.0,False,True
4,68.08518518518518,14.614814814814816,114.07500000000002,12.051755103123515,3111.0,False,True
5,78.53586497890295,645.704641350211,100.13250000000001,11.291264708312957,3004.0,False,True
6,93.832,676.9,105.62500000000001,11.596806754993013,3088.0,False,True
7,93.0,1045.609271523179,63.79750000000001,9.01274097349089,1788.0,False,True
8,102.8433734939759,512.0602409638554,70.135,9.449796583524995,5882.0,True,True
9,110.80327868852459,48.30054644808743,77.31750000000001,9.92187978661609,4917.0,False,True
10,117.30701754385964,711.1973684210526,96.33000000000001,11.074798659313778,2929.0,False,True
11,136.04166666666666,255.5625,101.4,11.362503678157625,9260.0,True,True
12,137.1505376344086,412.5268817204301,78.58500000000001,10.002876067562408,8735.0,True,True
13,146.2842105263158,636.6157894736842,80.275,10.109861742556879,2171.0,False,True
14,163.0655737704918,693.5245901639345,77.31750000000001,9.92187978661609,4075.0,False,True
15,168.1491935483871,95.66532258064517,104.78000000000002,11.550326380555243,15246.0,True,True
16,169.4418604651163,382.17054263565893,54.502500000000005,8.33035043001963,7043.0,True,True
17,174.31698113207548,863.9962264150944,111.9625,11.93964331659077,2801.0,False,True
18,173.15254237288136,1182.2711864406779,74.78250000000001,9.75787047742269,2603.0,False,True
19,174.8638497652582,201.55399061032864,89.9925,10.704298656594888,11338.0,True,True
20,175.69172932330827,216.54135338345864,56.1925,8.458517193783473,8320.0,True,True
21,177.20491803278688,121.19672131147541,51.545,8.101180922147954,6995.0,True,True
22,180.83636363636364,359.70454545454544,92.95,10.878769033449206,7151.0,True,True
23,184.19266055045873,690.0183486238532,92.105,10.829207185562208,4271.0,False,True
24,183.64367816091954,146.8793103448276,73.515,9.6748232609803,9786.0,True,True
25,196.23381294964028,647.7482014388489,117.45500000000001,12.2289963090545,15832.0,True,True
26,195.79253112033194,816.2531120331951,101.8225,11.386150953847226,6363.0,True,True
27,197.7173144876325,893.9611307420495,119.56750000000001,12.338479212006703,4306.0,False,True
28,207.4450867052023,164.51445086705203,73.0925,9.646981985240508,7813.0,True,True
29,208.66480446927375,31.35195530726257,75.62750000000001,9.812844830601293,6247.0,True,True
30,211.23963133640552,1195.8986175115208,91.6825,10.804341005363613,2241.0,False,True
31,213.01435406698565,629.4114832535885,88.30250000000001,10.603312449370561,7684.0,True,True
32,213.97674418604652,285.66511627906976,90.8375,10.754436161179271,6406.0,True,True
33,228.39310344827587,9.093103448275862,122.525,12.490143122425613,6113.0,True,True
34,230.51,1228.68,42.25000000000001,7.3344645861208315,2200.0,False,True
35,235.5,60.5,83.65500000000002,10.320506485382394,7916.0,True,True
36,238.8095238095238,733.297619047619,70.98,9.506552628860888,7604.0,True,True
37,243.75190839694656,26.057251908396946,110.69500000000001,11.87186806717708,5691.0,True,True
38,244.3765690376569,1058.857740585774,100.9775,11.338807085778242,4038.0,False,True
39,243.22222222222223,316.32163742690057,72.2475,9.591056980763573,6656.0,True,True
40,250.21666666666667,1006.1291666666667,101.4,11.362503678157625,6465.0,True,True
41,252.26903553299493,250.5989847715736,83.2325,10.294411610537507,7645.0,True,True
42,252.27322404371586,54.66120218579235,77.31750000000001,9.92187978661609,7806.0,True,True
43,256.2957746478873,338.1056338028169,59.995000000000005,8.740023254338977,7398.0,True,True
44,255.11464968152868,236.3248407643312,66.33250000000001,9.190057785517194,5439.0,True,True
45,259.4590909090909,1107.4727272727273,92.95,10.878769033449206,2747.0,False,True
46,261.62983425414365,202.1049723756906,76.47250000000001,9.867512912824576,10182.0,True,True
47,261.34615384615387,759.4769230769231,54.925000000000004,8.362576277354894,7459.0,True,True
48,271.3258426966292,259.7134831460674,75.20500000000001,9.785396259825553,6643.0,True,True
49,279.8292682926829,127.29616724738676,121.25750000000001,12.425370984229163,14655.0,True,True
50,273.3968253968254,537.6746031746031,53.23500000000001,8.232916079007266,14041.0,True,True
51,275.3197969543147,568.9137055837564,83.2325,10.294411610537507,15833.0,True,True
52,281.5860465116279,971.7348837209303,90.8375,10.754436161179271,8877.0,True,True
53,290.65646258503403,579.4285714285714,124.21500000000002,12.575987040756612,16611.0,True,True
54,289.37628865979383,205.58247422680412,81.965,10.215727056074748,7004.0,True,True
55,293.72115384615387,277.36538461538464,87.88000000000001,10.57791525733337,5438.0,True,True
56,290.47777777777776,534.0055555555556,76.05000000000001,9.840216835878625,15075.0,True,True
57,294.1015228426396,152.49238578680203,83.2325,10.294411610537507,5570.0,True,True
58,294.7030303030303,349.53939393939396,69.7125,9.421290344870497,8789.0,True,True
59,294.0948275862069,869.5862068965517,49.010000000000005,7.8994601136704485,3902.0,False,True
