label,centroid_y,centroid_x,area_um2,diameter_um,dapi_mean_intensity,wfa_sum_intensity,is_pnn_plus,is_pv_plus
1,3.789473684210526,81.30263157894737,32.11000000000001,6.394037987175715,6.526315789473684,11549.0,False,False
2,2.4464285714285716,124.0,23.660000000000004,5.488610719338178,7.857142857142857,12282.0,False,False
3,2.212121212121212,214.57575757575756,13.9425,4.2133291293785735,6.090909090909091,11147.0,False,False
4,1.6296296296296295,374.9259259259259,11.4075,3.8110995928427753,6.925925925925926,11491.0,False,False
5,9.85483870967742,149.3709677419355,78.58500000000001,10.002876067562408,6.698924731182796,15293.0,False,False
6,3.3055555555555554,183.05555555555554,15.21,4.4006787516724994,7.444444444444445,11600.0,False,False
7,11.153005464480874,252.78142076502732,77.31750000000001,9.92187978661609,7.781420765027322,18529.0,False,False
8,3.5384615384615383,827.6923076923077,16.477500000000003,4.5803716659648535,10.282051282051283,12614.0,False,False
9,7.328571428571428,615.4857142857143,29.575000000000003,6.136453335237093,7.485714285714286,14812.0,False,False
10,12.456410256410257,108.94871794871794,82.3875,10.24202240731137,6.7846153846153845,16168.0,False,False
11,7.324324324324325,758.3783783783783,15.632500000000002,4.4613806364255035,7.783783783783784,15352.0,False,False
12,7.685185185185185,768.3148148148148,22.815,5.389708731752834,8.685185185185185,15418.0,False,False
13,9.5,380.6222222222222,38.025000000000006,6.958084052995808,6.555555555555555,15022.0,False,False
14,12.556962025316455,347.1392405063291,33.377500000000005,6.519014718835807,7.6835443037974684,17425.0,False,False
15,18.958904109589042,135.2054794520548,92.5275,10.854016398342266,7.077625570776256,19193.0,False,False
16,22.36231884057971,174.04710144927537,116.61000000000001,12.18492771055977,6.528985507246377,19141.0,False,False
17,14.852631578947369,367.88421052631577,40.1375,7.148751795020415,5.957894736842105,17433.0,False,False
18,19.515625,216.5546875,108.16000000000001,11.735143337793332,6.7578125,18527.0,False,False
19,20.42763157894737,84.90789473684211,64.22000000000001,9.042535239792663,5.644736842105263,18123.0,False,False
20,17.0,828.3076923076923,16.477500000000003,4.5803716659648535,9.051282051282051,18334.0,False,False
21,22.141414141414142,361.57575757575756,41.82750000000001,7.297700121093632,7.717171717171717,20537.0,False,False
22,21.340425531914892,376.8085106382979,39.715,7.1110272478142695,7.031914893617022,20021.0,False,False
23,21.170454545454547,389.42045454545456,37.18000000000001,6.880337656921596,6.875,20018.0,False,False
24,24.068376068376068,233.008547008547,49.432500000000005,7.933436443000028,6.3931623931623935,21773.0,False,False
25,21.785714285714285,603.1904761904761,17.745,4.753276314430444,7.976190476190476,21572.0,False,False
26,25.126050420168067,405.3529411764706,50.2775,8.000956268498294,7.07563025210084,22692.0,False,False
27,23.66216216216216,783.4864864864865,31.265000000000004,6.309345002941657,6.486486486486487,21342.0,False,False
28,27.745454545454546,115.75454545454545,46.475,7.692451354514157,7.236363636363636,22324.0,False,False
29,31.732342007434944,193.98513011152417,113.65250000000002,12.029416334885624,6.5241635687732344,20527.0,False,False
30,26.875,314.8125,47.32000000000001,7.762067717874401,7.571428571428571,27110.0,False,False
31,24.25,712.25,15.21,4.4006787516724994,7.222222222222222,22028.0,False,False
32,27.575757575757574,829.3030303030303,13.9425,4.2133291293785735,7.424242424242424,20943.0,False,False
33,33.0078125,98.4296875,54.080000000000005,8.297999432349801,6.5546875,21720.0,False,False
34,37.0728476821192,271.95364238410593,63.79750000000001,9.01274097349089,10.059602649006623,30717.0,False,False
35,30.806451612903224,799.9354838709677,13.097500000000002,4.083657054304242,7.32258064516129,21666.0,False,False
36,37.66875,602.5125,67.60000000000001,9.277445403994411,7.24375,23819.0,False,False
37,36.55797101449275,251.57971014492753,58.30500000000001,8.616045012404687,9.398550724637682,26473.0,False,False
38,34.145833333333336,570.2916666666666,20.28,5.081466123790367,7.833333333333333,25654.0,False,False
39,35.1578947368421,329.5263157894737,16.055000000000003,4.5212676198963315,8.105263157894736,25642.0,False,False
40,40.1328125,152.5390625,54.080000000000005,8.297999432349801,6.5859375,21280.0,False,False
41,39.20183486238532,373.5596330275229,46.0525,7.6574058357851245,6.770642201834862,23392.0,False,False
42,40.70967741935484,286.0537634408602,39.292500000000004,7.073101498742004,10.978494623655914,32728.0,False,False
43,40.77777777777778,401.6837606837607,49.432500000000005,7.933436443000028,7.6239316239316235,24716.0,False,False
44,41.07070707070707,347.90909090909093,41.82750000000001,7.297700121093632,8.919191919191919,24178.0,False,False
45,41.395604395604394,388.0659340659341,38.447500000000005,6.996633290104976,7.813186813186813,24124.0,False,False
46,39.52272727272727,798.2727272727273,18.590000000000003,4.865133414062422,7.7727272727272725,20681.0,False,False
47,40.0,724.5,16.900000000000002,4.638722701997206,7.6,22585.0,False,False
48,48.27835051546392,128.38144329896906,81.965,10.215727056074748,7.443298969072165,23581.0,False,True
49,44.50526315789474,313.7368421052632,40.1375,7.148751795020415,7.705263157894737,29060.0,False,False
50,46.320754716981135,141.60377358490567,22.392500000000002,5.3395708165996005,7.886792452830188,22288.0,False,False
51,48.86614173228347,208.63779527559055,53.657500000000006,8.265521814841879,7.062992125984252,21476.0,False,False
52,45.95454545454545,173.8181818181818,18.590000000000003,4.865133414062422,7.931818181818182,20596.0,False,False
53,49.203539823008846,332.6725663716814,47.74250000000001,7.796642800880295,7.230088495575221,25263.0,False,False
54,45.30769230769231,812.8846153846154,10.985000000000001,3.7398578046385347,5.8076923076923075,20516.0,False,False
55,57.82303370786517,243.8932584269663,150.41000000000003,13.838640103840255,8.103932584269662,26101.0,False,False
56,56.56375838926174,151.36241610738256,62.95250000000001,8.952854988211321,5.97986577181208,21651.0,False,False
57,56.40571428571429,596.0685714285714,73.93750000000001,9.702584647343,6.96,25130.0,False,False
58,54.726027397260275,170.02739726027397,30.842500000000005,6.266569289371519,6.424657534246576,21035.0,False,False
59,54.383720930232556,384.3139534883721,36.335,6.801702644040839,10.011627906976743,24811.0,False,False
60,54.63934426229508,347.21311475409834,25.7725,5.728399965669906,7.245901639344262,24916.0,False,False
61,55.0,355.5072463768116,29.152500000000003,6.092463855279885,7.463768115942029,24654.0,False,False
62,55.59756097560975,571.2073170731708,34.645,6.641640160935379,13.463414634146341,27481.0,False,False
63,53.766666666666666,777.0333333333333,12.675,4.017251701041172,6.866666666666666,19845.0,False,False
