label,centroid_y,centroid_x,area_um2,diameter_um,dapi_mean_intensity,wfa_sum_intensity,is_pnn_plus,is_er_plus
27375,2570.840425531915,1166.840425531915,74.67885258733006,9.75110600237924,2770.2659574468084,1086288,False,False
27376,2569.246575342466,1314.7945205479452,57.99527913696908,8.593129977205233,5698.767123287671,2452863,False,True
27377,2568.4166666666665,1396.2666666666667,47.66735271531705,7.7905043784071335,4822.9,1914387,False,False
27378,2567.076923076923,1513.3076923076924,20.655852843304057,5.128337807742873,3568.653846153846,1520772,False,False
27379,2569.6190476190477,1861.047619047619,66.73429380144387,9.217849090648697,3334.1666666666665,1537615,False,False
27380,2570.4747474747473,2157.919191919192,78.65113198027314,10.007084064574864,4073.313131313131,1742193,False,False
27381,2571.0760869565215,2738.4891304347825,73.08994083015281,9.646813100050386,4479.304347826087,1854193,False,True
27382,2568.7924528301887,3446.5471698113206,42.10616156519673,7.321968996234298,5945.981132075472,2335789,False,False
27383,2570.0298507462685,166.91044776119404,53.22854386543737,8.232416835786749,5660.671641791045,2293290,False,True
27384,2570.2183908045977,289.1954022988506,69.11766143720973,9.381009528908498,5529.114942528736,2366107,False,True
27385,2569.616666666667,989.25,47.66735271531705,7.7905043784071335,4001.016666666667,1693093,False,False
27386,2570.347222222222,1202.7916666666667,57.20082325838047,8.534069964792698,4320.958333333333,1545108,False,False
27387,2569.8513513513512,1239.054054054054,58.789735015557696,8.651786835464078,5071.108108108108,2167479,False,True
27388,2569.8214285714284,1979.047619047619,66.73429380144387,9.217849090648697,3929.940476190476,1647992,False,False
27389,2569.3333333333335,2176.0833333333335,47.66735271531705,7.7905043784071335,3712.2166666666667,1650917,False,False
27390,2569.6385542168673,2386.421686746988,65.93983792285526,9.16281666393073,4465.024096385542,1775895,False,True
27391,2570.602564102564,2749.6923076923076,61.96755852991217,8.882541641387048,4471.448717948718,1690660,False,False
27392,2570.529411764706,2839.141176470588,67.52874968003249,9.27255490677404,9753.917647058823,3763377,False,True
27393,2569.074074074074,2851.814814814815,21.450308721892675,5.226029210738428,4921.37037037037,2553891,False,False
27394,2570.59793814433,3136.1649484536083,77.0622202230959,9.905486671190642,6288.948453608247,2555899,False,True
27395,2569.6724137931033,3459.4310344827586,46.078440958139815,7.659562206004206,4994.068965517241,2203269,False,False
27396,2573.1882352941175,182.56470588235294,67.52874968003249,9.27255490677404,4562.905882352941,2156695,False,True
27397,2572.25,597.5729166666666,76.26776434450728,9.85429518291233,5528.552083333333,2612683,False,True
27398,2572.0833333333335,852.0277777777778,85.8012348875707,10.452058421476856,4244.398148148148,1812212,False,False
27399,2570.58,980.1,39.72279392943088,7.111724970660583,3944.62,1694453,False,False
27400,2570.4565217391305,1221.5652173913043,36.544970415076406,6.821326959884849,5195.282608695652,2073442,False,False
27401,2570.6666666666665,1665.7857142857142,33.367146900721934,6.518003599951944,3486.6428571428573,1718074,False,False
27402,2572.9024390243903,1897.8292682926829,65.14538204426664,9.107451705918638,5252.621951219512,1878916,False,False
27403,2570.344262295082,1999.1475409836066,48.46180859390567,7.855156975589161,3094.032786885246,1561726,False,False
27404,2570.8030303030305,2276.469696969697,52.43408798684876,8.170749923781708,6977.560606060606,2455043,False,True
27405,2572.935185185185,3104.8333333333335,85.8012348875707,10.452058421476856,5475.842592592592,2393215,False,True
27406,2573.247619047619,3148.0095238095237,83.41786725180484,10.305868586512553,6039.647619047619,2597906,False,True
27407,2571.4444444444443,3241.7301587301586,50.05072035108291,7.982891480753057,7195.158730158731,2820881,False,False
27408,2572.279411764706,508.36764705882354,54.022999744025995,8.293625238658391,5303.117647058823,2365589,False,True
27409,2574.2162162162163,641.5945945945946,117.57947003111539,12.235474281474302,6536.574324324324,2784698,False,True
27410,2571.3661971830984,1106.0985915492959,56.406367379791845,8.474598369410229,5864.43661971831,2236650,False,False
27411,2572.2450980392155,1135.0980392156862,81.03449961603899,10.157574976290709,4611.470588235294,1983685,False,True
27412,2570.525,1687.825,31.778235143544702,6.360920188671904,4968.775,1858593,False,True
27413,2573.4122807017543,1698.877192982456,90.5679701591024,10.738469215533625,4305.675438596491,1843100,False,False
27414,2570.9591836734694,1803.4897959183672,38.92833805084226,7.0402485337629175,2948.8571428571427,1431413,False,False
27415,2571.121951219512,2024.780487804878,32.57269102213332,6.439940860584059,2509.8536585365855,1295414,False,False
27416,2571.86,2108.46,39.72279392943088,7.111724970660583,3993.08,1344794,False,True
27417,2575.772151898734,2635.227848101266,125.52402881700158,12.64207883634185,3659.5822784810125,1575764,False,True
27418,2574.3456790123455,59.370370370370374,64.35092616567802,9.051748114838038,5059.975308641975,1953444,False,False
27419,2573.160714285714,120.30357142857143,44.48952920096258,7.526342266022409,5299.625,2204628,False,False
27420,2572.3793103448274,335.82758620689657,23.039220479069908,5.416128376785766,5802.0344827586205,2393960,False,True
27421,2572.4444444444443,972.4603174603175,50.05072035108291,7.982891480753057,4000.9841269841268,1658414,False,False
27422,2572.622950819672,1214.4754098360656,48.46180859390567,7.855156975589161,4476.508196721312,1968214,False,True
27423,2570.78125,1483.5625,25.42258811483576,5.689379976528466,3547.65625,1393221,False,False
27424,2571.766666666667,1491.6666666666667,23.833676357658526,5.508718474835173,3607.3333333333335,1455017,False,False
27425,2571.4324324324325,1735.945945945946,29.394867507778848,6.117737140737151,4173.081081081081,1686706,False,False
27426,2571.866666666667,1845.0,23.833676357658526,5.508718474835173,4475.9,1831823,False,False
27427,2571.754385964912,2135.9473684210525,45.2839850795512,7.593244401866813,3370.8947368421054,1643414,False,False
27428,2573.9285714285716,3006.9857142857145,55.61191150120323,8.414706464377955,5698.171428571429,2468794,False,False
27429,2572.9310344827586,3393.3793103448274,46.078440958139815,7.659562206004206,6277.413793103448,3071705,False,False
27430,2573.2837837837837,1287.8243243243244,58.789735015557696,8.651786835464078,6895.581081081081,2643697,False,True
27431,2572.722222222222,1811.861111111111,28.600411629190233,6.034498743225358,2870.25,1439773,False,False
27432,2573.1132075471696,2376.188679245283,42.10616156519673,7.321968996234298,3934.1509433962265,1721204,False,False
27433,2581.1862068965515,3040.6206896551726,115.19610239534954,12.110831225358565,7582.7172413793105,3058447,False,True
27434,2574.1138211382113,3122.040650406504,97.71807306639995,11.15430476827043,5619.1869918699185,2401403,False,True
27435,2572.3076923076924,3286.358974358974,30.983779264956084,6.280905428796668,12821.461538461539,4199477,False,True
27436,2573.5135135135133,3300.7027027027025,29.394867507778848,6.117737140737151,11764.486486486487,4833983,True,True
27437,2573.9615384615386,498.5192307692308,41.311705686608114,7.252564880140676,6712.403846153846,2536030,False,True
27438,2576.344827586207,620.1896551724138,92.15688191627963,10.832256753571532,4397.2155172413795,2098721,False,True
27439,2576.0108695652175,795.7717391304348,73.08994083015281,9.646813100050386,4656.391304347826,2011410,False,True
27440,2576.0806451612902,994.258064516129,49.25626447249429,7.919281769978475,3870.8387096774195,1692876,False,False
27441,2574.9444444444443,1082.611111111111,57.20082325838047,8.534069964792698,5417.944444444444,2177654,False,True
27442,2574.9841269841268,1121.079365079365,50.05072035108291,7.982891480753057,5991.333333333333,2296671,False,False
27443,2575.1415094339623,1182.8584905660377,84.21232313039346,10.35482785774986,2172.2830188679245,1037667,False,False
27444,2574.0208333333335,1250.4583333333333,38.13388217225364,6.968038947651237,4085.7708333333335,2142507,False,True
27445,2573.133333333333,1325.2333333333333,23.833676357658526,5.508718474835173,5533.766666666666,2399486,False,True
27446,2573.7567567567567,1466.2702702702702,29.394867507778848,6.117737140737151,3888.7027027027025,1535030,False,False
27447,2573.3333333333335,1600.6923076923076,30.983779264956084,6.280905428796668,3401.4871794871797,1394720,False,False
27448,2574.6388888888887,1757.263888888889,57.20082325838047,8.534069964792698,4033.25,1598422,False,False
27449,2574.6666666666665,2042.5740740740741,42.90061744378535,7.390721387184247,2958.5185185185187,1313694,False,False
27450,2575.490909090909,2270.8,43.695073322373965,7.45884007498143,5086.018181818182,2191738,False,True
27451,2573.714285714286,2346.714285714286,33.367146900721934,6.518003599951944,4128.738095238095,1776502,False,False
27452,2577.068376068376,2487.5213675213677,92.95133779486825,10.878847320211015,3774.5641025641025,1567241,False,True
27453,2575.012195121951,2688.1463414634145,65.14538204426664,9.107451705918638,3683.1585365853657,1739558,False,True
27454,2576.366336633663,2893.2178217821784,80.24004373745038,10.107660300870862,4845.079207920792,2033652,False,False
27455,2576.097087378641,2978.0873786407765,81.8289554946276,10.207245565779907,5247.747572815534,2433889,False,True
27456,2576.9411764705883,3028.0098039215686,81.03449961603899,10.157574976290709,7331.068627450981,3159323,False,True
27457,2576.2266666666665,3454.9733333333334,59.58419089414632,8.710048684564047,4209.986666666667,2042378,False,True
27458,2578.769696969697,730.939393939394,131.0852199671219,12.919089975398691,7046.157575757576,2985344,False,True
27459,2576.9901960784314,752.5784313725491,81.03449961603899,10.157574976290709,5828.21568627451,2558925,False,True
27460,2574.2580645161293,1270.516129032258,24.628132236247144,5.599777841678784,4985.935483870968,2381251,False,True
27461,2574.659090909091,1477.4545454545455,34.95605865789917,6.671389376383242,2913.9772727272725,1404366,False,False
27462,2574.53125,1541.9375,25.42258811483576,5.689379976528466,3559.96875,1410459,False,False
