total_dapi,total_pv_segmentation,pnn_plus,pnn_minus,dapi_pv_coloc,pv_pnn_plus,pv_pnn_minus,hollow_pnn_plus,total_pnn_plus,pixel_size,image_area_mm2,total_integrated_wfa_signal,mean_wfa_intensity_raw,integrated_wfa_density_mm2,diffuse_wfa_fluorescence,diffuse_pv_fluorescence,pv_density_mm2,pnn_density_mm2,coloc_density_mm2,pv_energy,pnn_energy,coloc_energy,pct_pv_surrounded_by_pnn,pct_pnn_surrounding_pv,mean_pv_cell_intensity_norm,mean_pnn_pericellular_wfa_norm,mean_coloc_pericellular_wfa_norm,group,section,filename,animal_id,corte_num
4945,329,177,152,151,151,152,26,177,0.65,0.5813262,27295168.0,19.83775800918658,716.461026848622,0.00030270478384354286,0.00013753797105659253,565.9473115094416,304.4762131828911,259.75089373229696,0.13897073324948384,0.21235828667436113,0.17254457232797157,45.8966565349544,85.31073446327684,0.00026662484577932703,0.0006974544397226949,0.0006642694076956614,ACF 14 DÍAS HEMBRA,IPSI,ACF_55~3.TIF,ACF_55,3
6009,267,157,110,117,117,110,40,157,0.65,0.5813262,27467275.0,19.962843043200188,720.9786014591841,0.0003046134591165055,0.00016054470165686638,459.2946266657171,270.0721212978187,201.2639375276738,0.13938118880184944,0.18779879978011493,0.13468343010650818,43.82022471910113,74.52229299363057,0.00035694245302934663,0.0006953653671384399,0.0006691880908271966,ACF 14 DÍAS HEMBRA,IPSI,ACF_71~1.TIF,ACF_71,1
5990,277,156,121,90,90,121,66,156,0.65,0.5813262,28948092.0,21.039080760509332,759.848033162074,0.00032103579401097633,0.00014804339818781393,476.49667260825333,268.35191670356505,154.818413482826,0.12714237942377704,0.21227083652573805,0.11235972694173654,32.49097472924188,57.692307692307686,0.0003502900298075,0.0007910166587713366,0.0007257517010675259,ACF 14 DÍAS HEMBRA,IPSI,ACF_71~2.TIF,ACF_71,2
5958,286,157,129,110,110,129,47,157,0.65,0.5813262,29923893.0,21.74827969649398,785.4614819036211,0.0003318574761042799,0.00015841728623339321,491.97851395653595,270.0721212978187,189.22250536789844,0.14621785888051164,0.22409836604947844,0.1518083517028403,38.46153846153847,70.06369426751591,0.00035564967479139787,0.0008297723029410976,0.0008022742929425061,ACF 14 DÍAS HEMBRA,IPSI,ACF_71~3.TIF,ACF_71,3
5258,388,134,254,87,87,254,47,134,0.65,0.5813262,18139719.0,13.183701814058956,476.142945941401,0.00020117039466024196,7.97439376606452e-05,667.4393825704054,230.50741562998536,149.6577997000651,0.0756476729933299,0.11999067581465962,0.058019980809745964,22.422680412371136,64.92537313432835,0.00012896180140778622,0.0005205501761699103,0.00038768430997933957,ACF 14 DÍAS MACHO,CONTRA,ACF_41~1.TIF,ACF_41,1
5860,418,200,218,160,160,218,40,200,0.65,0.5813262,34821873.0,25.308065149136578,914.0267935472061,0.0003861763202736946,0.0001675398728227642,719.045520398014,344.04091885072444,275.2327350805795,0.1962712042456372,0.290895732370584,0.20564040101487002,38.27751196172249,80.0,0.0003018454850093655,0.000845526553476043,0.0007471509555528158,ACF 14 DÍAS MACHO,CONTRA,ACF_41~2.TIF,ACF_41,2
5872,407,200,207,161,161,207,39,200,0.65,0.5813262,39189065.0,28.482081080295366,1028.6596422904365,0.00043460869886770986,0.00019307679838039842,700.1232698612242,344.04091885072444,276.95293967483315,0.22160664596396681,0.3232643208657591,0.24966445604352583,39.55773955773956,80.5,0.00035006997117657113,0.0009396100962223623,0.0009014688789245335,ACF 14 DÍAS MACHO,CONTRA,ACF_41~3.TIF,ACF_41,3
2945,347,181,166,155,155,166,26,181,0.65,0.5813262,31162499.0,22.6484817431246,817.9732043674967,0.0003455936788452674,0.0002771043566583573,596.9109942060069,311.3570315599056,266.6317121093114,0.34755325453843294,0.22988481855969597,0.18171918381152005,44.668587896253605,85.6353591160221,0.0006294137469110903,0.0007383318674640748,0.0006815362747887256,ACF 14 DÍAS MACHO,CONTRA,ACF_42~1.TIF,ACF_42,1
4877,326,175,151,143,143,151,32,175,0.65,0.5813262,33041259.0,24.013939037153325,867.288098446995,0.00036642922159385555,0.00028258908516459004,560.7866977266808,301.03580399438385,245.98925697826797,0.3058998938005095,0.23516786071811666,0.17457411688293645,43.86503067484663,81.71428571428572,0.0006048558600117475,0.0007811956504765259,0.0007096818740273658,ACF 14 DÍAS MACHO,CONTRA,ACF_42~2.TIF,ACF_42,2
4539,326,169,157,140,140,157,29,169,0.65,0.5813262,29895775.0,21.727843915343914,784.7234226561774,0.0003315456460722349,0.00025153611279890586,560.7866977266808,290.71457642886213,240.82864319550708,0.2747754046297447,0.19561954893310085,0.1584154173878849,42.944785276073624,82.84023668639054,0.000537825393356471,0.0006728921244200803,0.0006577930900822361,ACF 14 DÍAS MACHO,CONTRA,ACF_42~3.TIF,ACF_42,3
2722,329,180,149,152,152,149,28,180,0.65,0.5813262,20469339.0,14.87683804290947,537.2923016576614,0.00022700599745036196,0.00015872464697520012,565.9473115094416,309.636826965652,261.47109832655053,0.17274125940625745,0.15558714205253485,0.11632295505733188,46.20060790273556,84.44444444444444,0.00033361800635831865,0.000502482678101446,0.00044487882523848373,ACF 14 DÍAS MACHO,CONTRA,ACF_46~1.TIF,ACF_46,1
3014,344,203,141,177,177,141,26,203,0.65,0.5813262,32884759.0,23.90019695912553,863.1801863542102,0.0003646936287346537,0.00024665218776326255,591.750380423246,349.2015326334853,304.4762131828911,0.277441183499513,0.26434933184208215,0.20865233057926147,51.45348837209303,87.192118226601,0.0005071818519725616,0.0007570108007502296,0.0006852828613377733,ACF 14 DÍAS MACHO,CONTRA,ACF_46~2.TIF,ACF_46,2
3670,360,186,174,149,149,174,37,186,0.65,0.5813262,29918640.0,21.74446188731903,785.3235977999574,0.0003317992200704819,0.00023043018353593946,619.273653931304,319.95805453117373,256.3104845437897,0.26289132469008925,0.24218060549382434,0.17359504124659222,41.388888888888886,80.10752688172043,0.00047314431825094664,0.0007569136080936776,0.000677284199105535,ACF 14 DÍAS MACHO,CONTRA,ACF_46~3.TIF,ACF_46,3
3697,326,144,182,126,126,182,18,144,0.65,0.5813262,19602259.0,14.246656055584626,514.5326312588604,0.00021739003670686848,0.00021139843745539722,560.7866977266808,247.70946157252158,216.74577887595638,0.27897463099575565,0.11981732885302447,0.10466823662184827,38.65030674846626,87.5,0.0005265430588739119,0.00048370105886304916,0.0004829078433022213,ACF 14 DÍAS MACHO,CONTRA,ACF_64~1.TIF,ACF_64,1
2474,323,172,151,153,153,151,19,172,0.65,0.5813262,23049354.0,16.751957962672247,605.0141854791807,0.0002556184933649538,0.00021010048015791949,555.62608394392,295.875190211623,263.19130292080416,0.2832805906899235,0.16031549187355254,0.13660490653120605,47.368421052631575,88.95348837209302,0.0005417053596037125,0.0005418348586743208,0.0005190327530401386,ACF 14 DÍAS MACHO,CONTRA,ACF_64~2.TIF,ACF_64,2
2181,320,164,156,143,143,156,21,164,0.65,0.5813262,21840310.0,15.873241176812606,573.278425298288,0.00024221013468852682,0.0001964333351596428,550.465470161159,282.11355345759404,245.98925697826797,0.24082932402133306,0.13399814326366175,0.11401504944118587,44.6875,87.1951219512195,0.00046822874843441563,0.00047497945994219565,0.00046349605198920773,ACF 14 DÍAS MACHO,CONTRA,ACF_64~3.TIF,ACF_64,3
5802,327,142,185,92,92,185,50,142,0.65,0.5813262,18248619.0,13.262848857491715,479.00142279062993,0.0002023781011290412,7.939654183754938e-05,562.5069023209344,244.26905238401434,158.25882267133323,0.06755958931990115,0.12084643956290991,0.06606003768387313,28.134556574923547,64.7887323943662,0.0001417839687108257,0.0004947267710889865,0.00041741772476763876,ACF 14 DÍAS MACHO,IPSI,ACF_41~1.TIF,ACF_41,1
5171,406,183,223,134,134,223,49,183,0.65,0.5813262,34020016.0,24.725286353857783,892.979138167113,0.00037728368587560513,0.00017466944430726052,698.4030652669705,314.79744074841284,230.50741562998536,0.20219209619020312,0.2691321891940239,0.16353301496820372,33.004926108374384,73.224043715847,0.00032924247324449653,0.0008549376658024205,0.0007094479564627537,ACF 14 DÍAS MACHO,IPSI,ACF_41~2.TIF,ACF_41,2
5531,356,182,174,136,136,174,46,182,0.65,0.5813262,36587628.0,26.59139194139194,960.375460112039,0.00040575863189733636,0.00018596095637807264,612.3928355542895,313.0772361541592,233.94782481849262,0.19167812290105374,0.28893156023694166,0.1958851438536803,38.20224719101123,74.72527472527473,0.00035944359615871786,0.0009228762965528154,0.000837302693477304,ACF 14 DÍAS MACHO,IPSI,ACF_41~3.TIF,ACF_41,3
4447,340,184,156,161,161,156,23,184,0.65,0.5813262,34128607.0,24.804208820280248,895.8295041867148,0.00037848796551888684,0.0002967544839390854,584.8695620462315,316.51764534266647,276.95293967483315,0.3557853238206202,0.2476791890364919,0.20971332288675937,47.35294117647059,87.5,0.0006524521460959326,0.0007825130531612255,0.0007572164539325022,ACF 14 DÍAS MACHO,IPSI,ACF_42~1.TIF,ACF_42,1
4307,398,221,177,204,204,177,17,221,0.65,0.5813262,39711718.0,28.861938194081052,1042.3785725078856,0.0004404049468845816,0.0003048973200418993,684.6414285129416,380.1652153300505,350.9217372277389,0.39477066027887037,0.3248725438210226,0.29020895869349295,51.256281407035175,92.3076923076923,0.0006023373433370254,0.0008545562053565998,0.0008269905449178689,ACF 14 DÍAS MACHO,IPSI,ACF_42~2.TIF,ACF_42,2
5683,367,196,171,171,171,171,25,196,0.65,0.5813262,36290781.0,26.375647566718996,952.5836302014501,0.00040246658376011287,0.0002620388228678237,631.3150860910794,337.1601004737099,294.1549856173694,0.3060791681152505,0.2683604415111192,0.2073954186543841,46.59400544959128,87.24489795918367,0.0005202685371333325,0.0007959436514999041,0.0007050549159284341,ACF 14 DÍAS MACHO,IPSI,ACF_42~3.TIF,ACF_42,3
4441,321,161,160,104,104,160,57,161,0.65,0.5813262,18764184.0,13.637554508983081,492.5343026508016,0.00020809574286996386,0.0001530761627874403,552.1856747554127,276.95293967483315,178.9012778023767,0.14918071660781815,0.13239725054952906,0.06784190301494393,32.398753894081,64.59627329192547,0.00032849492082916593,0.0004780496307602835,0.0003792141892350568,ACF 14 DÍAS MACHO,IPSI,ACF_46~1.TIF,ACF_46,1
2141,347,180,167,135,135,167,45,180,0.65,0.5813262,30573101.0,22.220115268329554,802.5023087019149,0.0003390572254265592,0.00022974991985553407,596.9109942060069,309.636826965652,232.227620224239,0.24412925546466588,0.23930088950462683,0.14566973756521348,38.90489913544668,75.0,0.0004699295774440512,0.0007728437597352477,0.0006272713703243171,ACF 14 DÍAS MACHO,IPSI,ACF_46~2.TIF,ACF_46,2
4106,348,195,153,151,151,153,44,195,0.65,0.5813262,29090981.0,21.14293054828769,763.598675021665,0.00032262044019665357,0.00022275992774308833,598.6311988002604,335.4398958794563,259.75089373229696,0.23259922102039166,0.266856325328664,0.18313188994901458,43.39080459770115,77.43589743589745,0.0004447895436800803,0.0007955414028168001,0.0007050289118071447,ACF 14 DÍAS MACHO,IPSI,ACF_46~3.TIF,ACF_46,3
4403,401,151,250,135,135,250,16,151,0.65,0.5813262,21869703.0,15.89460361067504,574.0499515611843,0.00024253610453460044,0.00023080285358348333,689.8020422957024,259.75089373229696,232.227620224239,0.326350526881516,0.1329733050614278,0.11483722452531298,33.66583541147132,89.40397350993378,0.0004927691211948819,0.0005119262657801363,0.0004945028692729407,ACF 14 DÍAS MACHO,IPSI,ACF_64~1.TIF,ACF_64,1
3924,360,174,186,164,164,186,10,174,0.65,0.5813262,26572117.0,19.312254346182918,697.4819217585223,0.0002946861119429758,0.00022386464091550795,619.273653931304,299.3155994001302,282.11355345759404,0.30952161471505873,0.18692949892883212,0.17317987954102887,45.55555555555556,94.25287356321839,0.000514094354571912,0.0006245230763230003,0.0006138658615246589,ACF 14 DÍAS MACHO,IPSI,ACF_64~2.TIF,ACF_64,2
3719,337,171,166,155,155,166,16,171,0.65,0.5813262,25333214.0,18.4118364439793,664.9624034486945,0.00028094661545707334,0.00020115974821203214,579.7089482634707,294.1549856173694,266.6317121093114,0.24985171311287027,0.1862647980342746,0.15987286191093503,45.99406528189911,90.64327485380117,0.00045247771634702506,0.0006332199253510662,0.0005996018277277974,ACF 14 DÍAS MACHO,IPSI,ACF_64~3.TIF,ACF_64,3
2751,300,146,154,100,100,154,46,146,0.65,0.5813262,31272983.0,22.728780016280016,820.8732590618051,0.0003468189519536128,7.622614046117299e-05,516.0613782760867,251.14987076102884,172.02045942536222,0.0650472016880694,0.20364330478275758,0.1343834131858553,33.33333333333333,68.4931506849315,0.00014887260857464164,0.0008108437570191938,0.0007812059893036316,ACF 3 DÍAS HEMBRA,CONTRA,ACF_86~1.TIF,ACF_86,1
3361,304,142,162,119,119,162,23,142,0.65,0.5813262,27051808.0,19.66088726088726,710.0731579227419,0.0003000059092223584,5.583981128673714e-05,522.9421966531011,244.26905238401434,204.70434671618102,0.04760930399907802,0.16297382010737507,0.13005668149545194,39.14473684210527,83.80281690140845,9.849300988764708e-05,0.0006671897995950982,0.0006353391297341293,ACF 3 DÍAS HEMBRA,CONTRA,ACF_86~2.TIF,ACF_86,2
3881,274,152,122,104,104,122,48,152,0.65,0.5813262,26735548.0,19.431033781033783,701.7717631721706,0.0002964985699402424,5.3549815727060164e-05,471.33605882549244,261.47109832655053,178.9012778023767,0.040139082751764796,0.1741387446931185,0.10351264209835642,37.95620437956204,68.42105263157895,0.00010324734711313704,0.0006659961495080311,0.0005786020277211304,ACF 3 DÍAS HEMBRA,CONTRA,ACF_86~3.TIF,ACF_86,3
3368,203,130,73,20,20,73,110,130,0.65,0.5813262,22983348.0,16.70398569684284,603.2816177756893,0.0002548864835102287,6.15154106472813e-05,349.2015326334853,223.62659725297087,34.40409188507244,0.0207924080522752,0.1401814137528787,0.016121763053586386,9.852216748768473,15.384615384615385,0.00012996958668686604,0.0006268548351352979,0.0004686001626620885,ACF 3 DÍAS HEMBRA,CONTRA,ACF_88~1.TIF,ACF_88,1
7121,204,174,30,18,18,30,156,174,0.65,0.5813262,28122269.0,20.438883801383803,738.1713028860336,0.00031187737546934925,5.7326377068281614e-05,350.9217372277389,299.3155994001302,30.963682696565197,0.014945579381057625,0.2280032640820804,0.01429700779821267,8.823529411764707,10.344827586206897,0.00018100535142476213,0.0007617486844622546,0.0004617347341502966,ACF 3 DÍAS HEMBRA,CONTRA,ACF_88~2.TIF,ACF_88,2
1822,273,142,131,81,81,131,61,142,0.65,0.5813262,28455412.0,20.681007616721903,746.9158534184734,0.000315571948069305,7.61110035598041e-05,469.6158542312388,244.26905238401434,139.3365721345434,0.06384041331671045,0.18535003654280893,0.08306673259577975,29.67032967032967,57.04225352112676,0.00017505709848977683,0.0007587945944598045,0.0005961588642755651,ACF 3 DÍAS HEMBRA,IPSI,ACF_86~1.TIF,ACF_86,1
3231,263,141,122,100,100,122,41,141,0.65,0.5813262,26867046.0,19.52660474446189,705.2234067784145,0.00029795688936388017,5.943971921802743e-05,452.4138082887026,242.5488477897607,172.02045942536222,0.04310940435693875,0.17693200272256324,0.1174554549876809,38.02281368821293,70.92198581560284,0.00011288570368956148,0.0007294695659652294,0.0006827993331725958,ACF 3 DÍAS HEMBRA,IPSI,ACF_86~2.TIF,ACF_86,2
3875,287,135,152,83,83,152,52,135,0.65,0.5813262,26794983.0,19.474230333158904,703.3318510650447,0.00029715770707498134,5.764481677025683e-05,493.6987185507895,232.227620224239,142.77698132305065,0.04100678547693577,0.17558222144115193,0.09408991493250904,28.9198606271777,61.48148148148148,0.00010143965436392451,0.0007560781153921731,0.0006589991892293823,ACF 3 DÍAS HEMBRA,IPSI,ACF_86~3.TIF,ACF_86,3
3948,251,164,87,42,42,87,122,164,0.65,0.5813262,27584475.0,20.048022414093843,724.0549420168485,0.0003059132130021186,8.793011367971314e-05,431.7713531576591,282.11355345759404,72.24859295865213,0.03143740215021971,0.20948563150972374,0.03784115863503263,16.733067729083665,25.609756097560975,0.0001416696552702252,0.0007425578421960242,0.0005237632607833502,ACF 3 DÍAS HEMBRA,IPSI,ACF_88~1.TIF,ACF_88,1
6631,248,173,75,42,42,75,131,173,0.65,0.5813262,32378575.0,23.532309291237862,849.893544981849,0.0003590800227548312,7.813093421655913e-05,426.6107393748983,297.59539480587665,72.24859295865213,0.03168038728408591,0.25481284622214945,0.043908455280650883,16.93548387096774,24.277456647398843,0.00015740717225970927,0.0008562392115925232,0.000607741320385017,ACF 3 DÍAS HEMBRA,IPSI,ACF_88~2.TIF,ACF_88,2
4874,274,146,128,107,107,128,39,146,0.65,0.5813262,14821986.0,10.772418454561311,389.05696823320164,0.00016437656907852767,6.428692509739714e-05,471.33605882549244,251.14987076102884,184.06189158513757,0.047011711027689966,0.08902076493266016,0.05879042555530156,39.05109489051095,73.28767123287672,0.00011629420990308555,0.00035445276026983965,0.00031940574471445187,ACF 3 DÍAS MACHO,CONTRA,ACF_92~1.TIF,ACF_92,1
4530,251,137,114,83,83,114,54,137,0.65,0.5813262,17360165.0,12.617132536775394,455.68071396964865,0.00019252510165217662,6.250852464435174e-05,431.7713531576591,235.66802941274622,142.77698132305065,0.044701308154064284,0.1097735479926427,0.05756401017074937,33.067729083665334,60.58394160583942,0.00013190884063061525,0.00046579736872321613,0.00040317430469063954,ACF 3 DÍAS MACHO,CONTRA,ACF_92~2.TIF,ACF_92,2
5628,333,149,184,118,118,184,31,149,0.65,0.5813262,18856679.0,13.70477862085005,494.9621705678769,0.0002091215170649279,5.91236084265981e-05,572.8281298864562,256.3104845437897,202.98414212192742,0.051299397270028885,0.11415880555259712,0.08243817885710508,35.43543543543544,79.19463087248322,9.874729694462339e-05,0.0004453926485129543,0.0004061311292366207,ACF 3 DÍAS MACHO,CONTRA,ACF_92~3.TIF,ACF_92,3
3312,283,155,128,117,117,128,38,155,0.65,0.5813262,17175324.0,12.482792604221176,450.8288891827954,0.00019047520567973107,7.267749074199281e-05,486.81790017377506,266.6317121093114,201.2639375276738,0.05654124831052175,0.11355567707003113,0.07919685545592303,41.342756183745585,75.48387096774194,0.0001341588123412736,0.0004258896144486989,0.00039349749601829916,ACF 3 DÍAS MACHO,CONTRA,ACF_93~1.TIF,ACF_93,1
