label,area,equivalent_diameter,mean_intensity,centroid-0,centroid-1,area_um2,equivalent_diameter_um
1,75.0,9.772050238058398,23883.733333333334,2.9466666666666668,3354.213333333333,59.58419089414632,8.710048684564047
2,31.0,6.282549314314218,25439.870967741936,1.935483870967742,3424.935483870968,24.628132236247144,5.599777841678784
3,40.0,7.136496464611085,21532.775,1.75,3648.4,31.778235143544702,6.360920188671904
4,53.0,8.214724333230155,26426.943396226416,2.641509433962264,3688.2830188679245,42.10616156519673,7.321968996234298
5,110.0,11.834540545406394,40485.663636363635,4.818181818181818,3181.981818181818,87.39014664474793,10.54839279361069
6,67.0,9.23618154310838,27510.10447761194,3.373134328358209,3204.373134328358,53.22854386543737,8.232416835786749
7,64.0,9.0270333367641,24637.703125,7.640625,3626.65625,50.84517622967152,8.045998324300477
8,40.0,7.136496464611085,20449.95,7.4,3371.95,31.778235143544702,6.360920188671904
9,84.0,10.341765891652821,20545.535714285714,10.630952380952381,3723.0119047619046,66.73429380144387,9.217849090648697
10,81.0,10.155412503859614,30496.85185185185,10.123456790123457,3157.037037037037,64.35092616567802,9.051748114838038
11,87.0,10.524820207108489,28731.206896551725,10.494252873563218,3353.287356321839,69.11766143720973,9.381009528908498
12,51.0,8.058239062071396,20734.352941176472,10.529411764705882,3483.3333333333335,40.51724980801949,7.182490146145945
13,59.0,8.667244841319219,25455.542372881355,10.457627118644067,3603.898305084746,46.87289683672844,7.7253107270073205
14,155.0,14.048207338801282,34647.87096774193,13.109677419354838,3122.6129032258063,123.14066118123571,12.521483912890815
15,53.0,8.214724333230155,19340.716981132075,13.415094339622641,3105.7924528301887,42.10616156519673,7.321968996234298
16,95.0,10.998079684646791,20502.55789473684,18.210526315789473,3346.621052631579,75.47330846591866,9.802836370704288
17,41.0,7.225151993843567,20525.048780487807,15.707317073170731,3560.8536585365855,32.57269102213332,6.439940860584059
18,79.0,10.02925341359355,20801.177215189873,17.303797468354432,3687.240506329114,62.76201440850079,8.939299673472261
19,127.0,12.716187407449045,24870.535433070865,20.22047244094488,3610.3228346456694,100.89589658075442,11.334224518162936
20,107.0,11.67204486311899,17258.252336448597,20.411214953271028,3096.532710280374,85.00677900898208,10.403556728580803
21,83.0,10.280023453913834,22769.66265060241,17.349397590361445,3152.156626506024,65.93983792285526,9.16281666393073
22,73.0,9.640875829802336,19581.287671232876,18.397260273972602,3251.72602739726,57.99527913696908,8.593129977205233
23,116.0,12.153015559492998,27233.689655172413,18.81896551724138,3634.5172413793102,92.15688191627963,10.832256753571532
24,63.0,8.95623198216277,20365.777777777777,18.634920634920636,3550.5079365079364,50.05072035108291,7.982891480753057
25,32.0,6.383076486422923,25336.15625,20.84375,3412.34375,25.42258811483576,5.689379976528466
26,82.0,10.217907939900583,20379.317073170732,22.0609756097561,3665.5,65.14538204426664,9.107451705918638
27,110.0,11.834540545406394,25694.81818181818,22.990909090909092,3308.1545454545453,87.39014664474793,10.54839279361069
28,111.0,11.888212206450685,28407.54954954955,24.26126126126126,3083.6216216216217,88.18460252333655,10.596231555107897
29,90.0,10.704744696916627,26307.033333333333,22.88888888888889,3395.7,71.50102907297558,9.541380283007856
30,102.0,11.396070970426017,18687.764705882353,24.30392156862745,3738.372549019608,81.03449961603899,10.157574976290709
31,34.0,6.579524642479541,21684.558823529413,24.176470588235293,3248.6470588235293,27.011499872012998,5.864478646875248
32,69.0,9.373021315815206,36741.79710144927,25.0,3490.0,54.81745562261461,8.354385210204148
33,139.0,13.303394180365686,22260.87050359712,27.237410071942445,3592.0863309352517,110.42936712381784,11.857615153230517
34,97.0,11.11324596323283,24661.82474226804,28.63917525773196,3360.5154639175257,77.0622202230959,9.905486671190642
35,80.0,10.092530088080641,23466.1375,29.575,3719.4125,63.556470287089404,8.995699599992633
36,74.0,9.706684619910241,23507.0,28.554054054054053,3227.9864864864867,58.789735015557696,8.651786835464078
37,66.0,9.166995688475081,21541.348484848484,30.03030303030303,3553.6363636363635,52.43408798684876,8.170749923781708
38,96.0,11.055812783082736,21951.3125,29.3125,3194.0208333333335,76.26776434450728,9.85429518291233
39,154.0,14.002817212590296,26555.090909090908,34.13636363636363,3630.7012987012986,122.3462053026471,12.481026670094778
40,107.0,11.67204486311899,26915.252336448597,34.205607476635514,3009.214953271028,85.00677900898208,10.403556728580803
