label,centroid_y,centroid_x,area_um2,diameter_um,wfa_sum_intensity,is_pnn_plus,is_pv_plus,pv_label,skel_total_length_um,skel_branches_count,skel_avg_branch_len_um,skel_endpoints_count,skel_junctions_count,skel_tortuosity_mean,skel_ramification_index,skel_mean_thickness_um,skel_max_thickness_um,skel_mean_intensity,skel_neighborhood_wfa_sum,cell_type,pv_area_um2,pv_diameter_um,pnn_area_um2,pnn_diameter_um
171,789.4230769230769,4.868131868131868,76.89500000000001,9.894733689817546,15497.0,True,True,87,42.75020920410532,3,14.250069734701773,3,1,1.1412937684342568,3.0,2.2243121619112087,2.906888370749727,56.339285714285715,13090.0,PV+/PNN+,76.89500000000001,9.894733689817546,111.9625,11.93964331659077
172,794.5484536082474,419.47835051546394,204.91250000000002,16.15248272590143,21933.0,True,False,-1,52.27716446627536,9,5.808573829586151,6,4,1.1270755947187467,2.25,1.8459873723034632,3.9000000000000004,39.869565217391305,12610.0,PV-/PNN+,0.0,0.0,204.91250000000002,16.15248272590143
173,796.0893854748604,943.8379888268156,75.62750000000001,9.812844830601293,3676.0,True,True,88,2.869238815542512,2,1.434619407771256,4,0,1.0398345637668172,2.0,1.6064129385141708,2.6,45.666666666666664,1529.0,PV+/PNN+,75.62750000000001,9.812844830601293,71.4025,9.534803961957083
174,809.3230769230769,931.9384615384615,54.925000000000004,8.362576277354894,20130.0,True,True,90,47.838686835190344,6,7.973114472531724,6,2,1.12285921532187,3.0,1.8410474877074854,2.906888370749727,41.859375,13645.0,PV+/PNN+,54.925000000000004,8.362576277354894,167.31000000000003,14.595400242187264
175,811.1711026615969,821.4220532319391,111.1175,11.894502726558576,16437.0,True,True,89,58.39640328181787,9,6.4884892535353185,6,4,1.090138786486144,2.25,2.582839171014018,4.687216658103186,50.717948717948715,17529.0,PV+/PNN+,111.1175,11.894502726558576,146.185,13.642892759496052
176,804.6363636363636,560.7272727272727,9.295000000000002,3.440168828460798,1124.0,True,False,-1,18.134671708797583,5,3.6269343417595166,4,2,1.1534204224019249,2.5,2.4640986324787453,4.110960958218894,47.19230769230769,4622.0,PV-/PNN+,0.0,0.0,9.295000000000002,3.440168828460798
177,815.9707112970711,342.5062761506276,100.9775,11.338807085778242,8914.0,True,True,92,22.303910524340086,1,22.303910524340086,2,0,2.6088229478330747,1.0,2.120627356914521,3.6769552621700474,42.4375,6090.0,PV+/PNN+,100.9775,11.338807085778242,114.07500000000002,12.051755103123515
178,827.3636363636364,800.4214876033058,102.245,11.409749219480977,13640.0,True,True,93,30.30782104868019,6,5.051303508113365,6,2,1.1332628343585351,3.0,3.1852466520600604,5.2,44.81395348837209,10124.0,PV+/PNN+,102.245,11.409749219480977,195.19500000000002,15.764834059849157
179,823.8429752066115,997.1611570247934,102.245,11.409749219480977,5456.0,True,False,-1,6.657716446627536,2,3.328858223313768,4,0,1.0715243008198907,2.0,2.127272727272727,3.9000000000000004,37.18181818181818,2296.0,PV-/PNN+,0.0,0.0,102.245,11.409749219480977
180,828.3162055335969,1016.8063241106719,106.89250000000001,11.666180096141298,8293.0,True,True,94,34.74629867976522,8,4.343287334970652,7,3,1.141079845623508,2.6666666666666665,1.9763928808700892,4.687216658103186,38.479166666666664,8063.0,PV+/PNN+,106.89250000000001,11.666180096141298,108.16000000000001,11.735143337793332
